symbol,last_close_rs,market_cap_cr,market_cap_missing,avg_daily_value_lakh,days_history,zero_vol_days,pump_risk_score,sub_amihud,sub_vol_spike,sub_price_accel
LAL,7.49,129.38,False,4.82,89,1,34.67,29.34,33.71,44.54
SHANTI,6.55,7.27,False,2.82,89,1,34.55,34.11,16.85,60.01
RAMANEWS,29.65,446.23,False,25.61,89,1,22.37,4.54,22.47,50.75
TOTAL,51.66,83.31,False,5.88,89,1,30.14,32.28,22.47,37.46
NILAINFRA,7.97,313.93,False,27.18,90,2,23.52,4.09,22.22,56.45
ARCHIES,14.4,48.64,False,3.96,89,1,30.52,32.33,16.85,46.78
MOKSH,11.79,98.74,False,21.12,89,1,22.09,6.19,16.85,54.87
BMWVENTLTD,62.4,541.1,False,102.95,90,2,20.82,0.87,27.78,43.02
PRAENG,22.06,154.28,False,14.4,89,1,20.58,12.51,11.24,46.56
ALPA,69.2,145.6,False,18.32,89,1,28.14,7.79,22.47,68.63
INDTERRAIN,32.95,166.95,False,10.04,89,1,24.34,13.29,22.47,44.64
RNBDENIMS,10.21,291.59,False,132.8,90,2,27.55,1.52,22.22,76.67
BALAJEE,29.12,237.53,False,26.81,89,1,32.58,3.66,39.33,69.43
AVROIND,11.46,153.76,False,45.74,90,2,21.08,5.05,22.22,45.15
AIRAN,16.89,211.16,False,12.29,89,1,22.56,6.93,11.24,63.43
GILLANDERS,91.58,195.45,False,9.28,90,2,28.59,16.12,33.33,41.91
JHS,8.68,75.87,False,8.87,89,1,26.97,13.38,22.47,55.0
GINNIFILA,41.98,359.56,False,49.96,89,1,25.35,2.95,33.71,49.49
AKI,4.88,50.36,False,11.12,89,1,31.4,16.73,28.09,59.53
BCPL,77.51,129.62,False,47.93,48,2,23.94,3.25,20.83,61.41
RVHL,40.35,247.45,False,14.07,89,1,26.39,13.23,22.47,52.93
PATINTLOG,13.78,95.89,False,24.57,89,1,24.21,7.86,22.47,52.8
CTE,33.8,65.07,False,8.43,89,1,31.9,21.35,22.47,62.0
ORIENTLTD,59.5,59.5,False,2.77,90,2,32.53,44.9,16.67,34.94
MALUPAPER,32.5,56.79,False,3.23,89,1,30.07,32.12,28.09,29.58
RUCHINFRA,6.31,148.93,False,8.92,89,1,32.28,15.57,22.47,72.73
SAGARDEEP,24.6,41.96,False,5.42,89,1,32.86,44.44,22.47,28.89
TOUCHWOOD,71.35,79.06,False,3.64,90,2,33.02,37.29,27.78,33.54
GOKUL,40.41,400.04,False,34.54,89,1,25.84,4.17,33.71,49.49
RKEC,30.42,72.98,False,18.33,89,1,24.69,8.68,11.24,69.15
HMAAGRO,23.52,1177.81,False,173.69,89,1,26.36,1.01,50.56,33.01
SURYALAXMI,56.8,106.81,False,3.93,89,1,27.96,30.38,11.24,47.49
VCL,1.43,26.28,False,6.97,89,1,28.75,18.08,11.24,70.35
GAYAHWS,2.26,54.16,False,7.94,89,1,27.82,20.51,11.24,62.73
AKSHAR,0.46,36.22,False,6.57,89,1,21.64,10.57,11.24,53.89
ORIENTALTL,6.54,48.07,False,10.66,90,2,23.84,8.87,5.56,73.38
ACL,53.82,496.07,False,17.27,89,1,26.79,7.84,28.09,55.31
RPPINFRA,61.19,303.42,False,64.67,90,2,22.4,2.33,16.67,62.53
AARTECH,41.85,132.96,False,48.97,89,1,34.02,5.03,44.94,65.08
NIBL,30.3,73.42,False,7.87,90,2,24.75,12.87,33.33,31.75
SIL,15.77,101.45,False,4.15,89,1,22.54,21.08,5.62,48.58
SUPREMEINF,79.44,774.56,False,24.06,90,2,21.16,3.05,22.22,48.67
LANCORHOL,25.09,184.54,False,16.55,89,1,25.01,9.21,22.47,53.84
BVCL,41.7,92.41,False,7.86,89,1,23.73,12.18,16.85,51.84
SADBHAV,9.5,162.99,False,20.93,89,1,30.9,11.45,16.85,81.68
THEINVEST,99.77,521.22,False,28.37,89,1,22.01,6.72,22.47,45.84
RAJSREESUG,33.55,111.17,False,27.74,89,1,22.53,5.67,22.47,49.58
DELPHIFX,9.53,233.74,False,53.48,89,1,24.72,2.32,16.85,71.56
PAR,89.0,109.51,False,14.03,89,1,27.18,11.65,39.33,35.05
MBLINFRA,31.58,487.69,False,43.32,89,1,29.51,5.86,33.71,61.49
ANMOL,11.43,65.05,False,6.47,90,2,22.8,17.07,11.11,48.34
DELTAMAGNT,61.5,66.73,False,3.12,89,1,31.53,30.54,28.09,37.94
JAYSREETEA,86.84,250.77,False,48.88,89,1,16.21,2.21,11.24,45.57
JETFREIGHT,21.53,99.91,False,32.39,90,2,19.34,4.69,22.22,38.76
ENERGYDEV,17.32,82.27,False,6.86,89,1,16.02,10.94,5.62,38.72
INTLCONV,81.54,520.07,False,55.94,90,2,16.03,1.77,16.67,37.96
SINCLAIR,74.0,379.32,False,42.34,89,1,9.77,1.69,11.24,20.63
SIGIND,49.21,144.86,False,14.02,89,1,18.65,13.09,16.85,30.06
CUBEXTUB,87.63,125.48,False,146.44,89,1,16.11,0.53,11.24,47.88
AERONEU,86.86,224.06,False,59.0,90,2,16.8,2.87,16.67,39.26
RADHIKAJWE,56.5,667.41,False,153.99,89,1,17.48,0.66,16.85,45.27
OSWALGREEN,23.8,611.21,False,65.85,90,2,15.84,1.88,5.56,52.59
IGCL,57.0,360.38,False,97.88,89,1,17.89,1.44,16.85,45.67
SINGERIND,70.5,,True,35.36,51,0,19.52,3.63,19.61,44.8
VIKASECO,1.29,228.16,False,27.09,90,2,18.25,3.09,5.56,60.26
KRITIKA,6.1,162.43,False,15.63,89,1,19.74,8.3,11.24,49.96
MURUDCERA,32.23,195.14,False,9.43,90,2,19.19,9.07,16.67,38.92
LINC,99.96,594.82,False,55.7,90,2,11.09,2.2,5.56,33.06
KOKUYOCMLN,84.26,845.16,False,46.57,90,2,13.84,2.04,11.11,36.54
ORICONENT,61.58,972.9,False,95.53,90,2,9.09,0.74,11.11,19.6
SIGMA,41.0,421.38,False,40.66,89,1,17.32,3.39,11.24,48.13
SURANAT&P,18.25,247.76,False,15.28,89,1,11.35,5.21,5.62,29.2
ATLANTAA,40.88,333.17,False,41.41,89,1,18.69,3.9,16.85,44.93
VASWANI,59.75,197.17,False,32.92,89,1,15.88,2.54,16.85,35.86
BTML,6.48,117.74,False,31.01,89,1,18.87,4.41,22.47,36.96
ANUHPHR,75.99,761.6,False,40.01,89,1,11.44,1.88,5.62,34.9
TARACHAND,56.81,447.8,False,70.18,90,2,12.78,1.47,11.11,33.19
INDBANK,33.52,148.76,False,13.86,90,2,10.15,4.51,5.56,25.6
ROSSELLIND,55.98,211.02,False,23.27,89,1,14.03,4.98,11.24,32.42
GENUSPAPER,12.26,315.24,False,11.61,89,1,16.71,7.49,0.0,54.86
AAATECH,92.01,118.02,False,21.86,89,1,15.01,3.61,16.85,30.67
RAJMET,3.82,105.62,False,12.46,89,1,18.69,4.5,11.24,51.84
UNIVASTU,79.1,284.66,False,81.34,89,1,19.07,1.55,28.09,34.46
JMA,90.21,206.05,False,8.57,89,1,19.43,7.97,22.47,33.5
SHREDIGCEM,71.14,1051.94,False,107.52,90,2,12.71,0.71,5.56,41.93
SATIA,54.79,547.9,False,104.14,89,1,19.52,1.01,22.47,44.99
LANDSMILL,0.89,125.55,False,45.0,90,2,12.63,2.53,5.56,38.68
SHREERAMA,43.74,583.79,False,78.08,89,1,17.6,1.48,16.85,44.43
TRIGYN,56.81,174.89,False,25.87,89,1,16.72,4.57,0.0,59.59
A2ZINFRA,14.76,262.02,False,32.25,89,1,18.78,3.59,16.85,45.79
AVTNPL,69.54,1058.98,False,44.28,89,1,14.44,2.32,16.85,30.45
NECCLTD,15.02,150.2,False,10.31,90,2,20.16,8.76,5.56,58.82
DCMSRIND,39.14,340.49,False,73.4,90,2,18.63,1.64,16.67,48.58
AJOONI,4.03,69.41,False,15.45,89,1,17.99,5.47,5.62,55.33
PTL,39.89,528.05,False,19.05,90,2,9.64,2.1,11.11,19.65
TNPETRO,86.3,776.45,False,140.07,90,2,8.46,0.49,5.56,25.29
ASHIMASYN,16.57,317.58,False,23.86,90,2,19.42,5.95,16.67,44.83
KAVDEFENCE,62.33,374.75,False,55.19,90,2,19.61,1.8,11.11,60.02
MIRZAINT,30.22,417.65,False,41.16,89,1,14.11,1.83,5.62,45.66
OMAXE,75.5,1386.59,False,143.02,89,1,12.65,0.74,11.24,33.69
VIKASLIFE,1.5,278.65,False,45.96,90,2,16.26,1.85,0.0,62.1
WCIL,94.3,961.44,False,116.02,90,2,13.97,0.84,5.56,46.75
